,project_name,goal,sub_category,main_category,launched,deadline,campaign_length,predicted_bert
8108,Cherokee Inc.,5000.0,Fiction,Publishing,2014-10-04 20:13:12,2014-11-03 20:13:12,30,Fashion
8109,The Gloaming,600.0,Horror,Film & Video,2016-03-12 18:36:50,2016-04-30 13:01:00,48,Film & Video
8110,kristina nicole designs sample jewelry collection,20000.0,Fashion,Fashion,2012-05-23 23:38:06,2012-07-07 23:38:06,45,Fashion
8111,Brothers and Sisters,60000.0,Fiction,Publishing,2013-03-28 00:42:15,2013-04-27 01:42:15,30,Film & Video
8112,Standard Issue - life and trials of an average soldier.,5500.0,Nonfiction,Publishing,2015-05-23 09:38:23,2015-06-24 06:35:00,31,Publishing
8113,Chuck Norris: Invasion Heaven (Canceled),23000.0,Animation,Film & Video,2015-04-15 17:34:45,2015-05-15 17:34:45,30,Games
8114,Deadly Park,1500.0,Comic Books,Comics,2014-09-07 19:31:24,2014-10-07 19:31:24,30,Film & Video
8115,Leaves Russell is recording its debut full-length album,3000.0,Indie Rock,Music,2012-09-22 04:43:18,2012-10-22 04:43:18,30,Music
8116,IHeartTRC Food Truck,50000.0,Food Trucks,Food,2016-01-01 01:17:33,2016-01-31 01:17:33,30,Food
8117,Middle Class Mischief: Rotten - Debut Album,1500.0,Rock,Music,2013-01-03 23:25:59,2013-02-02 23:25:59,30,Music
8118,Pimp Garden Gnomes,3000.0,Product Design,Design,2013-08-16 01:06:33,2013-08-30 01:06:33,14,Design
8119,Shannon by Alex Anico ACT I,7500.0,Horror,Film & Video,2016-09-13 18:47:59,2016-10-13 18:47:59,30,Theater
8120,Chuck Gibson's New Album: What Pleases You,9500.0,Music,Music,2013-01-25 23:10:02,2013-03-06 23:10:02,40,Music
8121,"You get an awesome portrait, because you're really awesome!",3.0,Illustration,Art,2012-01-25 10:02:04,2012-02-24 10:02:04,30,Art
8122,spiiknao (Canceled),20000.0,Academic,Publishing,2016-01-08 01:14:47,2016-01-31 11:47:00,23,Technology
8123,Overflow: A Debut New York Solo Exhibition of Conceptual Art,5000.0,Art,Art,2012-03-13 23:02:06,2012-04-08 00:02:06,25,Art
8124,Me To U,50000.0,Apps,Technology,2016-03-30 20:56:23,2016-05-29 17:47:00,59,Film & Video
8125,Happily After,4000.0,Publishing,Publishing,2015-05-11 23:45:21,2015-06-10 23:45:21,30,Film & Video
8126,Nurture Nature Centers Urban Recycle Garden,8000.0,Public Art,Art,2013-04-26 04:00:24,2013-05-26 04:00:24,30,Design
8127,Its Super Effective Show (Canceled),7000.0,Film & Video,Film & Video,2014-05-01 01:18:29,2014-05-31 01:18:29,30,Theater
8128,Kelley's Lip Smackin' Best Salsa,22500.0,Food,Food,2013-08-01 13:45:56,2013-08-31 13:45:56,30,Food
8129,SecurNex Total privacy,2000.0,Apps,Technology,2014-09-23 21:43:28,2014-10-23 21:43:28,30,Technology
8130,WHILL : World's Most Advanced Personal Mobility Device,30000.0,Hardware,Technology,2014-06-11 18:55:08,2014-07-11 18:55:08,30,Technology
8131,The Office for Lost Objects,5500.0,Product Design,Design,2009-12-07 04:03:37,2010-02-06 06:59:00,61,Technology
8132,Book: Climbing Injuries Solved,7250.0,Academic,Publishing,2015-04-20 21:10:12,2015-05-20 21:10:12,30,Publishing
8133,"Projecting pendant, a revolutionary piece of jewellery",20000.0,Product Design,Design,2013-03-19 07:23:08,2013-04-18 08:23:08,30,Fashion
8134,Tall Men and Women Clothing Line Launch,25000.0,Fashion,Fashion,2014-05-27 02:45:35,2014-06-26 02:45:35,30,Fashion
8135,Wallabout Film Festival 2016,1500.0,Festivals,Film & Video,2016-04-06 19:53:23,2016-04-28 23:00:00,22,Film & Video
8136,The Yellow Coat- A magically illustrated children's story.,7700.0,Children's Books,Publishing,2013-04-25 21:47:42,2013-05-29 05:59:00,33,Publishing
8137,Screen the movie SICK & SICKER in Georgia & Send 100 DVDs,495.0,Documentary,Film & Video,2012-03-09 00:41:06,2012-04-05 22:00:00,27,Film & Video
8138,"Matt Ray - ""Minnesota Moon"" - New Album, Original Music",1000.0,Country & Folk,Music,2016-10-13 15:02:57,2016-11-12 15:02:57,30,Music
8139,'THROO MY LENS' (VIDEO SERIES) (Canceled),200.0,Film & Video,Film & Video,2015-05-23 13:41:43,2015-06-22 13:41:43,30,Film & Video
8140,Dream of Emerald Hill,4000.0,Shorts,Film & Video,2015-01-03 04:11:20,2015-02-02 04:11:20,30,Film & Video
8141,TeganBLittle Art - Canon Pixma Pro-10,1800.0,Illustration,Art,2015-09-30 02:49:36,2015-10-30 01:49:36,29,Art
8142,Safe and Sound: Audioplux Helmet Speakers,10000.0,Product Design,Design,2013-09-30 18:28:54,2013-11-08 18:28:54,39,Technology
8143,Wesley's Perceptions Design: the ultimate fashion in pedwear,60000.0,Fashion,Fashion,2013-11-22 20:44:20,2014-01-21 20:44:20,60,Fashion
8144,Adopt a School for Shared Shakes Artists in the Schools,500.0,Plays,Theater,2014-10-15 22:22:25,2014-11-05 22:22:25,21,Art
8145,The Life I Didin't See Comming,4500.0,Nonfiction,Publishing,2016-06-28 20:28:49,2016-07-28 20:28:49,30,Publishing
8146,"The Rogue Raven Board Game Pub - Bellingham, WA",1500.0,Restaurants,Food,2016-11-02 21:04:16,2016-12-02 22:04:16,30,Games
8147,The Mind of a Debt-Free Student,3000.0,Nonfiction,Publishing,2014-12-22 23:10:03,2015-01-23 09:00:00,31,Publishing
8148,Up-lifting Up-Fit!,4000.0,Spaces,Theater,2015-01-20 17:52:10,2015-02-10 17:52:10,21,Film & Video
8149,Alchemy of Divinity: BE your TRUE Self. Dance Event,575.0,Spaces,Dance,2014-12-14 03:10:17,2014-12-19 03:10:17,5,Dance
8150,Barack Obama Cartoons,7000.0,Comics,Comics,2012-02-02 04:19:15,2012-04-02 04:19:15,60,Art
8151,"-Super Princess--Turns out ""Princess"" is what you make of it",900.0,Children's Books,Publishing,2012-10-07 08:35:13,2012-11-01 01:37:00,24,Film & Video
8152,The Monkey and the Mouse: Where's The Cheese?,500.0,Comics,Comics,2013-07-26 17:24:55,2013-08-25 17:24:55,30,Publishing
8153,Ring Veteran - Pro Wrestling TCG,64000.0,Video Games,Games,2015-01-27 02:00:57,2015-02-26 02:00:57,30,Games
8154,Dinosaur Island!,40000.0,Video Games,Games,2014-09-01 04:01:39,2014-10-10 04:00:00,38,Games
8155,We're Not Afraid,11000.0,Drama,Film & Video,2016-11-23 04:06:50,2017-01-16 19:10:00,54,Film & Video
8156,EAST/WEST Food Drive to better SERVE Artists!,2500.0,Food,Food,2009-10-01 13:32:54,2009-10-31 12:00:00,29,Food
8157,Attention Nutters! The Pirate Party Brigade need your help!,1000.0,Music,Music,2015-02-17 10:26:12,2015-04-16 19:00:00,58,Music
8158,Online Aerial Photography Course by Flying IQ,2250.0,Software,Technology,2015-08-03 19:07:52,2015-09-01 06:00:00,28,Photography
8159,Write/Peace (Canceled),25000.0,Journalism,Journalism,2012-03-21 20:53:31,2012-04-20 21:53:31,30,Publishing
8160,Colorful Custom Earphones,3500.0,Wearables,Technology,2015-11-02 21:00:32,2015-12-02 21:00:32,30,Design
8161,UNTERMENSCH WWII Period Film,800.0,Shorts,Film & Video,2010-10-19 20:29:20,2010-11-18 20:29:20,30,Film & Video
8162,OUT FOR VENGEANCE (2016) (Action/thriller feature film),20000.0,Action,Film & Video,2016-09-19 05:03:01,2016-10-19 05:03:01,30,Film & Video
8163,"""Postscript"" - the brand new studio album from Ryan Cohen!",2500.0,Indie Rock,Music,2012-11-06 02:45:28,2012-11-27 02:45:28,21,Music
8164,In The Forest Of Darkness,3000.0,Shorts,Film & Video,2011-08-29 02:05:55,2011-09-16 02:05:55,18,Film & Video
8165,Everyday Objects - 1 photo a day for 60 days,3000.0,Photography,Photography,2014-07-08 22:44:48,2014-09-06 22:44:48,60,Photography
8166,Batbear,1000.0,Comic Books,Comics,2015-04-08 23:56:41,2015-05-08 23:56:41,30,Games
8167,NaviSki-- Keeping the Earth green and the mountains white!,58000.0,Design,Design,2012-06-24 19:16:39,2012-07-28 05:59:00,33,Fashion
8168,SEW YOU Fabric Rose (Canceled),8000.0,DIY,Crafts,2015-12-17 20:42:41,2016-01-16 20:42:41,30,Fashion
8169,Maid in Dubai,7000.0,Fiction,Publishing,2013-05-20 20:18:37,2013-06-19 20:18:37,30,Film & Video
8170,"Helmet LED ""Tri-Beam""",10000.0,Product Design,Design,2016-09-09 20:30:49,2016-09-29 20:30:49,20,Technology
8171,The Cry of the South,600.0,Fiction,Publishing,2013-04-22 20:23:31,2013-05-22 20:23:31,30,Film & Video
8172,Follicles of Me,25000.0,Documentary,Film & Video,2014-01-24 01:16:51,2014-03-01 02:00:00,36,Film & Video
8173,Get Ready for the SR15 Smartphone Robot (Canceled),945000.0,Robots,Technology,2014-10-15 05:34:13,2014-11-14 05:34:13,30,Technology
8174,Truth Collection - Expanding the Brand Inspired by YOU,15000.0,Fashion,Fashion,2012-02-18 03:32:41,2012-04-03 03:32:41,45,Fashion
8175,Lovely Haunting,25000.0,Video Games,Games,2015-02-02 03:20:41,2015-03-14 02:20:41,39,Film & Video
8176,Moon,1000.0,Shorts,Film & Video,2011-04-30 02:20:32,2011-05-30 02:20:32,30,Film & Video
8177,Space Movers Board Game and Comic Adventure RELAUNCH,20000.0,Tabletop Games,Games,2014-10-14 16:00:47,2014-11-17 03:00:00,33,Games
8178,"Ground Breaking Documentary - ""BERLIN ELECTRIC""",15000.0,Documentary,Film & Video,2013-12-03 06:30:37,2013-12-31 08:00:00,28,Film & Video
8179,Kumostat and Kumo Sensors (Canceled),50000.0,Hardware,Technology,2014-03-07 00:37:25,2014-05-06 00:37:25,60,Technology
8180,Control: Space,7500.0,Tabletop Games,Games,2016-09-01 05:58:17,2016-09-28 06:00:00,27,Games
8181,The Serpentine Chain: A Buried Appalachian Secret,12800.0,Painting,Art,2014-09-27 04:51:41,2014-11-16 18:53:00,50,Publishing
8182,Flow Kinetic Light Sculpture,1000.0,Sculpture,Art,2016-05-01 11:50:44,2016-06-25 01:00:00,54,Art
8183,Inka Nuts,500.0,Food,Food,2014-07-02 19:29:04,2014-08-01 19:29:04,30,Food
8184,"Straw Dogs Demo ""Marshall Drive""",300.0,Rock,Music,2015-02-14 22:51:18,2015-03-16 21:51:18,29,Music
8185,The Stir of the River,1000.0,Film & Video,Film & Video,2011-07-18 23:07:19,2011-08-17 23:07:19,30,Film & Video
8186,"FULL PRODUCTION FILM: ""HEAVENLY DOORS""",100000.0,Film & Video,Film & Video,2011-08-13 15:11:51,2011-09-13 15:11:51,31,Film & Video
8187,Oil and Skin. Painting and tattooing as complements.,2000.0,Mixed Media,Art,2015-01-28 18:55:20,2015-02-27 18:55:20,30,Art
8188,Linda's Peace School,3000.0,Children's Books,Publishing,2013-06-25 16:32:06,2013-07-25 16:32:06,30,Film & Video
8189,Name Currently Evolving,2500.0,Drinks,Food,2016-10-18 21:02:11,2016-11-08 21:02:11,21,Fashion
8190,DARKEST PERU - 1920's Lovecraftian Style Novel,4000.0,Fiction,Publishing,2012-07-03 21:53:09,2012-08-02 21:53:09,30,Publishing
8191,If my glasses are so rosy-pink why are yours still B&W,600.0,Performance Art,Art,2012-03-01 08:03:06,2012-04-15 08:03:06,45,Publishing
8192,"Surprise, Surprise!!! - A ""SURPRISING"" Romantic Comedy!!!",31500.0,Shorts,Film & Video,2011-02-13 21:09:46,2011-03-15 20:09:46,29,Film & Video
8193,Arrival in Hell: Remaking a Classic Point & Click Adventure,13200.0,Video Games,Games,2016-09-06 09:00:25,2016-10-06 09:00:25,30,Games
8194,"Those Manic Seas 7"" record release project!",450.0,Indie Rock,Music,2013-01-12 05:47:38,2013-02-06 05:47:38,25,Music
8195,Circle in a Square - A Lauren Kinhan Production,17000.0,Jazz,Music,2012-11-13 18:32:04,2012-12-17 18:20:00,33,Theater
8196,Wongamania: Banana Economy - A Game of Economic Manipulation,10000.0,Tabletop Games,Games,2015-11-19 13:40:10,2015-12-18 16:59:00,29,Games
8197,Peace 4 Paris,15.0,Apparel,Fashion,2015-11-17 20:06:15,2015-12-17 20:06:15,30,Art
8198,Luke Fincher to perform in Saint Lucia 2015!,2000.0,Music,Music,2015-03-30 19:40:34,2015-04-13 19:40:34,14,Music
8199,Little Lady Boutique,1500.0,Ready-to-wear,Fashion,2015-04-16 02:20:20,2015-05-16 02:20:20,30,Fashion
8200,80/20show,6000.0,Webseries,Film & Video,2012-09-11 04:52:46,2012-10-09 03:00:00,27,Film & Video
8201,Colin Leonard:: Debut EP:: Valleys.,4000.0,Country & Folk,Music,2013-10-21 21:03:03,2013-11-21 06:59:00,30,Music
8202,BIRMINGHAM'S FIRST AND ONLY PERMANENT DRIVE-IN MOVIE CINEMA,20000.0,Movie Theaters,Film & Video,2016-10-26 21:04:05,2016-12-22 23:00:00,57,Film & Video
8203,Channel 19 in HD,11000.0,Comedy,Film & Video,2014-10-20 23:23:20,2014-11-19 23:23:20,30,Film & Video
8204,boxity - decorative storage resembling city buildings,15000.0,Printing,Crafts,2014-11-10 19:19:20,2014-12-20 19:19:20,40,Design
8205,Brett Elizabeth Jenkins' Midwest Poetry Tour (Canceled),2468.0,Poetry,Publishing,2010-05-05 05:57:20,2010-08-02 00:00:00,88,Publishing
8206,Oakman Open range farm,5000.0,Farms,Food,2015-05-26 23:44:52,2015-06-25 23:44:52,30,Food
8207,Thank You for Your Support (Canceled),60000.0,Design,Design,2016-04-04 04:14:56,2016-05-19 04:14:56,45,Film & Video
8208,Taylor's been selected to represent Canada at World Hip Hop,3500.0,Performances,Dance,2014-06-17 06:19:34,2014-07-10 15:00:00,23,Music
8209,Porphyrophobia - A short film,2500.0,Shorts,Film & Video,2013-08-09 22:19:38,2013-09-08 22:19:38,30,Film & Video
8210,MOSSLESS Magazine,4000.0,Periodicals,Publishing,2010-11-22 21:33:30,2010-12-24 21:33:30,32,Publishing
8211,"Kinetic Love: a simple, tangible expression of love",2800.0,Product Design,Design,2014-08-27 00:12:14,2014-10-11 00:12:14,45,Art
8212,Steampunk Inspired Jewelry One Of A Kind Handmade Pieces,1000.0,Jewelry,Fashion,2016-10-29 01:10:24,2016-11-24 03:00:00,26,Fashion
8213,Art Barn (Canceled),10000.0,Mixed Media,Art,2014-06-21 01:45:15,2014-07-24 01:45:15,33,Art
8214,Barluath's Second Album,2500.0,Country & Folk,Music,2014-09-20 12:38:33,2014-10-20 12:38:33,30,Music
8215,CREATURES OF THE NIGHT (Canceled),300000.0,Animation,Film & Video,2015-09-20 00:52:12,2015-10-20 00:52:12,30,Games
8216,ART_ LIVE FREE OR DIE: John-Paul Zarba,12400.0,Conceptual Art,Art,2016-05-06 17:57:18,2016-06-05 17:57:18,30,Art
8217,Greater Sandhill Crane Video,57000.0,Documentary,Film & Video,2012-02-11 03:13:54,2012-03-27 03:13:54,45,Film & Video
8218,Roots Mercantile - Vertical Succulent Art Installations,5000.0,Mixed Media,Art,2014-05-23 21:58:52,2014-06-13 21:58:52,21,Art
8219,SOUTH PARK SUMMER FEST,7600.0,Music,Music,2012-07-27 22:43:33,2012-08-24 22:43:33,28,Music
8220,The Endangered Species Print Project,2500.0,Illustration,Art,2009-09-14 23:41:52,2009-12-13 21:15:00,89,Art
8221,"""Mente"" Western Noir Short Film",5000.0,Shorts,Film & Video,2016-04-19 00:41:46,2016-06-03 00:41:46,45,Film & Video
8222,The Buckham Boot,20000.0,Footwear,Fashion,2015-10-02 01:36:09,2015-11-01 00:36:09,29,Fashion
8223,Collision Course,350.0,Plays,Theater,2016-09-15 17:36:18,2016-10-16 17:36:18,31,Film & Video
8224,Tour Promotion and Recording,20000.0,Music,Music,2011-02-23 00:04:48,2011-05-25 00:04:48,91,Music
8225,The Future of Fashion,20000.0,Fashion,Fashion,2012-06-12 05:57:37,2012-07-27 05:57:37,45,Fashion
8226,(UN)Cozy with my Toe-sies (Children's Book),5000.0,Children's Books,Publishing,2014-03-10 06:26:50,2014-04-09 07:26:50,30,Publishing
8227,Unveiled: New Members New Music,1000.0,Rock,Music,2011-11-09 20:48:54,2011-12-09 20:48:54,30,Music
8228,GADZOOKS Children's Museum & Creative Play Website,20000.0,Art,Art,2015-06-23 14:26:04,2015-07-23 14:26:04,30,Art
8229,Semaphon SP-400 Semantic Phone Number Converter for Windows,9000.0,Software,Technology,2015-10-07 16:27:22,2015-11-06 16:27:22,30,Technology
8230,Pats for Cats in Hats,50.0,Photography,Photography,2014-09-25 23:14:19,2014-10-25 23:14:19,30,Fashion
8231,Shugga Wuggas Farm,5500.0,Farms,Food,2015-03-21 22:43:11,2015-05-20 23:43:11,60,Food
8232,Amber's Haunt,750.0,Shorts,Film & Video,2014-02-03 22:55:21,2014-03-15 21:55:21,39,Film & Video
8233,KinderGarten : A collection of creepy stories by Shawn Coss,21000.0,Anthologies,Comics,2016-09-01 20:02:41,2016-10-06 20:02:41,35,Comics
8234,The Boy Who Couldn't Lie,8000.0,Children's Books,Publishing,2012-09-01 20:21:38,2012-10-02 12:03:00,30,Film & Video
8235,Jimi Jaxon Hits The Road: Blog Tour and Label Release,11000.0,Electronic Music,Music,2014-05-06 09:00:03,2014-06-05 09:00:03,30,Music
8236,Flourish - A Women's Choir,15000.0,World Music,Music,2015-11-16 03:22:17,2015-12-16 03:22:17,30,Music
8237,"""Pleasant Pastures"" Pilot",8000.0,Film & Video,Film & Video,2011-11-15 20:44:35,2011-12-15 20:44:35,30,Film & Video
8238,Kytso Creative Notebook (Canceled),11000.0,Product Design,Design,2015-05-21 22:57:47,2015-06-20 22:57:47,30,Design
8239,FARM ATTACK: Action RPG Unusual Game,25000.0,Video Games,Games,2012-06-21 01:11:51,2012-07-21 01:11:51,30,Games
8240,Cleft-Lip Repair In Thailand: A Study to Improve Care,3500.0,Academic,Publishing,2014-06-04 17:11:39,2014-06-24 17:11:39,20,Publishing
8241,KYTA  PaintArt,500.0,Painting,Art,2012-08-07 04:40:22,2012-09-06 04:40:22,30,Art
8242,Trashbat Patches & Pins!!,85.0,Fashion,Fashion,2012-05-09 01:40:58,2012-05-24 01:40:58,15,Design
8243,E.Y.E.S. 2,3000.0,R&B,Music,2014-08-19 02:04:33,2014-09-18 02:04:33,30,Film & Video
8244,Gallery for Incomparable Works of Art,25000.0,Painting,Art,2016-01-26 16:53:43,2016-03-26 15:53:43,59,Art
8245,Beyond the Revenge of Devil Spooks in Freak Show Land! ,1500.0,Art,Art,2011-04-16 06:29:54,2011-05-16 06:29:54,30,Film & Video
8246,Jay West Album,5000.0,Music,Music,2012-09-24 18:45:00,2012-10-09 18:45:00,15,Music
8247,Ravenna Creek Coffee,1000.0,Drinks,Food,2015-08-29 02:22:20,2015-10-13 02:22:20,45,Food
8248,SOULDIER SUPPLY KITS // The box that changed the world!!,20000.0,Fashion,Fashion,2015-06-01 04:44:25,2015-07-01 05:59:00,30,Fashion
8249,Meet Sam Henry. A Little Light to Find your Way.,23000.0,Product Design,Design,2014-07-19 17:10:04,2014-08-18 17:10:04,30,Film & Video
8250,Athens Burning: The Story of the GA Theatre & Athens Music,3500.0,Documentary,Film & Video,2010-11-26 23:30:59,2011-01-10 23:30:59,45,Film & Video
8251,I'm Picking Up Gourd Vibrations,3000.0,Woodworking,Crafts,2014-06-22 15:56:24,2014-07-22 15:56:24,30,Music
8252,MUSICOTERAPIA E DIDATTICA INCLUSIVA,2100.0,World Music,Music,2016-10-27 09:03:45,2016-10-30 00:00:00,2,Music
8253,Cosplay Timelines: Five Years on the Convention Trail,4500.0,Photography,Photography,2014-02-11 00:03:03,2014-03-17 23:03:03,34,Photography
8254,Brave Songs:  Voices for Justice,3000.0,World Music,Music,2014-07-03 23:58:14,2014-08-08 19:50:00,35,Music
8255,"Public Health, Private Pain (Canceled)",50000.0,Documentary,Film & Video,2012-08-16 00:55:50,2012-09-10 00:55:50,25,Film & Video
8256,The Black Tongue Lexicon,9900.0,Performance Art,Art,2015-06-05 20:25:22,2015-07-05 20:25:22,30,Publishing
8257,Mardi Gras - Local Workers Perspective,2500.0,Documentary,Film & Video,2013-12-30 22:25:09,2014-02-02 01:46:00,33,Film & Video
8258,Re-Creating my Norse Art from Deities & Demigods,2500.0,Illustration,Art,2012-01-06 18:36:15,2012-02-06 18:36:15,31,Art
8259,Gulliver's Gate - (This campaign is relocating) (Canceled),165000.0,Design,Design,2014-05-13 23:05:26,2014-06-12 23:05:26,30,Games
8260,PLEASE TOUCH THE ARTWORK - Project for Art Accessibility,7500.0,Art,Art,2011-03-01 23:17:57,2011-05-16 23:17:57,76,Art
8261,Nature Photography,1500.0,Nature,Photography,2014-08-07 03:07:49,2014-09-06 03:07:49,30,Photography
8262,Lyme and Tick-borne Disease Podcast,15000.0,Audio,Journalism,2016-07-20 20:33:15,2016-09-18 01:42:00,59,Publishing
8263,Mealtime Sabotage,4200.0,Tabletop Games,Games,2013-06-17 18:36:19,2013-07-17 18:36:19,30,Food
8264,Équipements Studio d'enregistrement - Créations d'albums.,2000.0,Music,Music,2016-09-09 21:03:07,2016-10-09 21:03:07,30,Music
8265,Poeticus Project: Anthology of Poetry,2000.0,Poetry,Publishing,2013-08-12 21:42:02,2013-09-11 21:42:02,30,Publishing
8266,Single Release Kickstarter T's (Canceled),2600.0,Apparel,Fashion,2015-06-13 04:42:11,2015-07-02 08:11:00,19,Fashion
8267,"Michael Castro - ""For the Love of Music!""",8000.0,Indie Rock,Music,2010-09-29 19:41:08,2010-10-31 18:41:08,31,Music
8268,Swift & Co | Innovative Men's Footwear,40000.0,Footwear,Fashion,2015-11-17 12:30:41,2016-01-01 12:30:41,45,Fashion
8269,"To Publish ""Silent Submission"" in Middle East & Europe!",5000.0,Nonfiction,Publishing,2012-10-23 03:34:10,2012-11-12 03:34:10,20,Publishing
8270,The Man Who Saved Nepal Saves Nicaragua: The Film,10000.0,Documentary,Film & Video,2014-10-18 00:03:56,2014-11-15 07:59:00,28,Film & Video
8271,GidBean - don't buy!,20000.0,Web,Technology,2016-06-28 16:47:25,2016-07-28 16:47:25,30,Technology
8272,The Clandestine - Season 1,5000.0,Webseries,Film & Video,2012-04-19 13:04:04,2012-06-01 01:00:00,42,Film & Video
8273,Looking for The Little Prince,650.0,Fantasy,Film & Video,2015-04-02 19:12:49,2015-05-02 19:12:49,30,Film & Video
8274,How do young people relate to the Holocaust?,6500.0,Nonfiction,Publishing,2011-07-19 21:34:49,2011-08-18 21:34:49,30,Publishing
8275,POSTURES: A Short Comedy,2500.0,Shorts,Film & Video,2011-06-07 16:18:38,2011-07-14 03:00:00,36,Film & Video
8276,Does the Church Push or Pull?,3500.0,Documentary,Film & Video,2010-11-04 21:53:46,2010-12-18 05:59:00,43,Publishing
8277,MyPiFi LED board FINAL HOURS,800.0,DIY Electronics,Technology,2014-06-11 17:01:06,2014-07-11 17:01:06,30,Technology
8278,Lisa's Lovely Loot,200.0,Crafts,Crafts,2014-05-21 20:04:05,2014-06-20 20:04:05,30,Crafts
8279,Fury : Outburst Control ! Heavy Weapons,5000.0,Tabletop Games,Games,2015-06-10 19:59:57,2015-07-25 20:00:00,45,Games
8280,Smakaball,75000.0,Games,Games,2015-01-23 03:54:29,2015-02-12 03:54:29,20,Games
8281,Global Sustainability,1500.0,Documentary,Film & Video,2013-05-14 21:32:34,2013-06-13 21:32:34,30,Food
8282,Battle Nerds (Canceled),3000.0,Tabletop Games,Games,2012-10-24 21:01:48,2012-11-23 21:01:48,30,Games
8283,"Finish ""Lunatics!"" Pilot Episode!",42000.0,Animation,Film & Video,2013-07-20 07:09:17,2013-08-21 06:59:00,31,Film & Video
8284,Animal Soul,22500.0,Art Books,Publishing,2016-01-22 18:54:49,2016-02-24 18:54:49,33,Film & Video
8285,FISHBOWL ~ The Party Game for Creativity AND Retention!,8888.0,Tabletop Games,Games,2014-10-29 04:00:12,2014-11-27 05:00:12,29,Games
8286,Silver Orphan - A social novel about the graying of America,8000.0,Fiction,Publishing,2013-09-03 15:25:17,2013-10-03 15:25:17,30,Publishing
8287,Nathalia's Bilingual Children's Album,1500.0,Kids,Music,2012-03-10 01:37:21,2012-04-09 01:37:21,30,Music
8288,WiFi Motors,85000.0,DIY Electronics,Technology,2016-10-03 18:16:35,2016-11-02 17:16:35,29,Technology
8289,Mobile game startup for a CURE (DBA STRONG GAMES),8000.0,Mobile Games,Games,2016-08-15 11:31:20,2016-09-04 11:31:20,20,Games
8290,Allie Rose Debut EP,1200.0,Music,Music,2012-04-21 17:42:19,2012-05-16 17:42:19,25,Music
8291,Game Reset: A comedy about the love of video games,5000.0,Shorts,Film & Video,2011-08-12 22:28:37,2011-08-30 19:00:00,17,Film & Video
8292,Propel Two Authors Towards the Future of Publishing,250.0,Fiction,Publishing,2011-06-01 16:55:01,2011-07-01 16:55:01,30,Publishing
8293,The CutnEdge Cartoons Collector's Edition Book,5000.0,Comics,Comics,2016-08-10 23:04:21,2016-08-30 15:31:00,19,Comics
8294,Julia Nunes would be nothing without me,15000.0,Music,Music,2011-06-11 18:32:07,2011-07-11 18:32:07,30,Music
8295,"Video Game Design, and Science & Technology Summer Camps",4000.0,Video Games,Games,2012-05-30 03:00:41,2012-06-29 03:00:41,30,Games
8296,The Rocket Mass Heater Builder's Guide,12500.0,Nonfiction,Publishing,2016-03-12 00:27:59,2016-04-12 00:27:59,31,Technology
8297,The Break-Up Survial Kit,2000.0,Product Design,Design,2015-04-16 18:10:15,2015-05-06 18:10:15,20,Design
8298,My Past Life,10000.0,Horror,Film & Video,2014-06-02 07:56:40,2014-07-02 07:56:40,30,Film & Video
8299,The Dreams of Many,1000.0,Documentary,Film & Video,2012-07-27 22:04:49,2012-08-17 05:59:00,20,Film & Video
8300,Vicker's Viscount 700 Series Reading Lamp Replica,3000.0,Product Design,Design,2014-04-02 05:24:10,2014-04-09 05:24:10,7,Design
8301,Nothing To Declare,5500.0,Tabletop Games,Games,2016-11-01 18:06:35,2016-12-01 19:06:35,30,Film & Video
8302,DeathTrapComic,6500.0,Graphic Novels,Comics,2016-08-10 01:55:19,2016-09-09 01:55:19,30,Film & Video
8303,2017 Equine Fine Art Wall Calendar,8358.0,Painting,Art,2016-11-16 06:12:33,2016-11-26 06:12:33,10,Art
8304,magugu toto: debut collection,7000.0,Fashion,Fashion,2011-08-04 18:19:04,2011-09-03 18:19:04,30,Fashion
8305,Help finish Birth A.D.'s debut album!,2000.0,Music,Music,2012-04-12 05:00:26,2012-05-12 05:00:26,30,Music
8306,M&D (Canceled),100000.0,Shorts,Film & Video,2011-01-24 19:09:05,2011-02-23 19:09:05,30,Games
8307,OMAR- NYC DESIGNER (Canceled),97000.0,Fashion,Fashion,2012-09-06 23:04:16,2012-10-11 23:04:16,35,Fashion
8308,Miami Smokers - Urban Bacon Smokehouse,25000.0,Food,Food,2013-12-04 11:20:06,2014-01-03 11:20:06,30,Food
8309,Tangerine Dream Documentary,70000.0,Documentary,Film & Video,2016-05-01 00:02:03,2016-06-01 00:01:00,30,Film & Video
8310,The ABCs and All of Me Early Reading APP Series,70000.0,Apps,Technology,2016-05-16 08:17:01,2016-06-15 08:17:01,30,Publishing
8311,Ascetic Parade Midwest Tour!,300.0,Rock,Music,2011-05-13 23:35:24,2011-06-13 05:59:00,30,Music
8312,"Rocket City Darkroom, a community darkroom for Huntsville",2000.0,Fine Art,Photography,2016-01-16 09:16:41,2016-02-15 09:16:41,30,Photography
8313,Passion for Poetry,500.0,Poetry,Publishing,2013-11-18 18:08:08,2013-12-09 23:00:00,21,Publishing
8314,"Shards: The Crystals of Life -  PC, WII U, XBOX,PS",15000.0,Games,Games,2014-05-08 20:37:01,2014-06-07 20:37:01,30,Games
8315,Use Your Oui Oui,5500.0,Comedy,Film & Video,2015-06-27 15:54:53,2015-07-27 15:54:53,30,Technology
